x,y
7.973257923686315,6.130373204658568
6.026213083250088,2.6003232733921955
-0.11776574010385588,-6.221647069185316
4.163553461986391,-7.48641484984941
-4.02432062477172,-1.5415899180815025
-4.483785766878324,8.74514948389464
3.947520059576764,-4.3323448892486915
4.887381301817367,-6.246475761002874
2.2778358314238307,-0.9423770051026565
2.70562722139827,1.0609105637534295
-3.0874009450427664,-9.64044788767245
4.966115291225856,3.6350333255299283
-5.57817502311085,-6.506178457864442
3.320539689250822,5.477277726086102
-4.65165534818532,0.08549593434427294
-2.2533927833449656,-1.3071928398461417
-8.340690860408696,-6.05877293065928
-0.050455349612487765,4.302755020800838
-3.4783866398638548,-8.205951513082042
-0.8731154933416576,-0.38286025831050097
